address,id,lat,lng,location,name,,,
250 Uxbridge Rd.,39282,51.608466319144,-0.37262687870182,London,The Moon and Sixpence (Wetherspoon),Pub,http://tour-pedia.org/api/getPlaceDetails?id=39282,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39282
313 Highbury New Park,39297,51.560023631217,-0.092224291872094,London,The White House Pub,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39297,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39297
60-68 Battersea High St,39304,51.473545973405,-0.17407437305294,London,The Woodman,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39304,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39304
172 Uxbridge Rd,39357,51.505216562131,-0.22464036941528,London,The Green,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39357,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39357
48 Crutched Friars,39360,51.511401927682,-0.077342739174352,London,Cheshire Cheese,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39360,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39360
78 - 102 Broadway,39379,51.54244506772,0.00274658203125,London,The Goose on the Broadway,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39379,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39379
Lillie Road,39385,51.486998691024,-0.19710377098807,London,The Prince of Wales,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39385,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39385
Leinster Square,39409,51.512931612275,-0.1930963618532,London,The Prince Edward,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39409,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39409
27 Minories,39418,51.512581,-0.075579,London,Three Lords,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39418,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39418
,39419,51.652827858925,-0.086536,London,The Stag,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39419,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39419
322 New Cross Rd,39422,51.475567,-0.035975,London,Marquis of Granby,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39422,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39422
43-47 Marylebone Rd,39426,51.521882033643,-0.15707015991211,London,The Globe,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39426,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39426
724 High Rd.,39453,51.602062041479,-0.067323455651566,London,Bell & Hare,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39453,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39453
42 Orford Road,39467,51.582376,-0.013527,London,The Queens Arms,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39467,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39467
,39475,51.440177,-0.348647,London,rifleman,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39475,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39475
The N1 Centre,39479,51.533835,-0.106288,London,The Glass Works (Wetherspoon),Pub,http://tour-pedia.org/api/getPlaceDetails?id=39479,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39479
51-75 A222,39480,51.441676,0.150307,London,The George,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39480,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39480
,39482,51.569311511705,0.12987793113625,London,Coopers Arms,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39482,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39482
West End Ln,39502,51.546335,-0.19113,London,The Railway,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39502,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39502
,39507,51.489998333341,0.073374677584645,London,Queens Arms,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39507,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39507
81 Holloway Road,39511,51.54761821687,-0.1058363256604,London,The Bailey,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39511,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39511
9 High St.,39529,51.410469839186,-0.024962312073077,London,O'Neill's,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39529,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39529
69 Upper Brockley Road,39532,51.46868,-0.032901,London,The Wickham Arms,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39532,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39532
260-262 High St.,39548,51.40730979057,0.01159777266867,London,Swan & Mitre (Original Pub Company),Pub,http://tour-pedia.org/api/getPlaceDetails?id=39548,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39548
130 Mitcham Rd.,39564,51.424740871873,-0.16409320404006,London,The Long Room,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39564,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39564
15 Lower Mall,39566,51.489707391633,-0.23112058639526,London,The Rutland Arms,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39566,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39566
,39568,51.568472799746,-0.3478578602028,London,Half Moon Pub,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39568,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39568
17 Leinster Tce.,39574,51.5118,-0.182985,London,Leinster Arms,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39574,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39574
Ducks Hill Road,39589,51.589788383239,-0.43706318879161,London,Café at the Six Bells,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39589,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39589
1327 London Rd.,39615,51.407396223636,-0.12125702058957,London,The Moon Under Water (Wetherspoon),Pub,http://tour-pedia.org/api/getPlaceDetails?id=39615,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39615
92 Bramley Rd,39619,51.51416125,-0.21753403333333,London,The Pig and Whistle,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39619,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39619
167 Upminster Rd.,39644,51.558542677292,0.23904719757709,London,The Windmill (Greene King),Pub,http://tour-pedia.org/api/getPlaceDetails?id=39644,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39644
225 Union St.,39647,51.503987776453,-0.10115146636963,London,Union Jack,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39647,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39647
283-285 West End Ln,39659,51.550951256127,-0.19149374515935,London,The Alice House,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39659,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39659
,39694,51.362584,0.027862,London,the greyhound,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39694,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39694
4 Elizabeth St.,39701,51.492978930473,-0.14875531196594,London,Travellers' Tavern,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39701,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39701
373-375 Station Rd.,39702,51.579256443371,-0.33406376838684,London,Moon on the Hill (Wetherspoon),Pub,http://tour-pedia.org/api/getPlaceDetails?id=39702,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39702
293 Kennington Rd,39705,51.489047700746,-0.11086106300354,London,The Dog House,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39705,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39705
47-49 Lavender Hill,39720,51.466042737637,-0.15307366847992,London,Elephant on the Hill,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39720,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39720
Black Lion Ln.,39728,51.491899,-0.242695,London,The Cross Keys,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39728,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39728
Old Perry Street,39738,51.41493,0.08808,London,The Sydney Arms,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39738,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39738
175 Church Lane,39744,51.573708964163,-0.26234149932861,London,Wishing Well,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39744,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39744
32 Deptford Church St,39753,51.47610953507,-0.022743628735239,London,The Birds Nest,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39753,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39753
146 Lea Bridge Rd.,39759,51.561704889116,-0.046091079711914,London,The Princess Of Wales,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39759,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39759
6 Crooked Billet,39769,51.421342783201,-0.22818088531494,London,Hand in Hand,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39769,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39769
Pitshanger Ln.,39775,51.52653336525,-0.31246623333333,London,Village Inn,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39775,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39775
Mare St.,39779,51.53341795,-0.05724,London,The Hare,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39779,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39779
335-339 Station Rd.,39795,51.580464338042,-0.33394874882427,London,O'Neill's,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39795,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39795
89 Ridgway,39796,51.420875,-0.220706,London,The Swan,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39796,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39796
Platform 11,39822,51.515820139789,-0.17582416534424,London,The Beer House,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39822,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39822
,39832,51.457049400251,-0.015242502180997,London,Coach and Horses,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39832,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39832
Bounds Green Road,39854,51.605517398632,-0.12327312168626,London,Springfield Tavern,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39854,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39854
Gloucester Road,39856,51.498818499925,-0.18395662307739,London,The Gloucester Arms,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39856,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39856
164-166 High St,39891,51.412399,-0.0505,London,The Moon & Stars (Wetherspoon),Pub,http://tour-pedia.org/api/getPlaceDetails?id=39891,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39891
66 The Broadway,39894,51.419631350447,-0.20252261260337,London,O'Neill's,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39894,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39894
105-107 Charing Cross Rd,39897,51.513950670549,-0.13020515441895,London,The Montagu Pyke (Wetherspoon),Pub,http://tour-pedia.org/api/getPlaceDetails?id=39897,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39897
Church Lane,39923,51.50394069,-0.305903,London,The Rose & Crown,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39923,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39923
126 Crawford St,39946,51.520189724857,-0.15729546546936,London,The Beehive,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39946,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39946
158 Broad Lane,39947,51.584944,-0.064195,London,The Prince Arthur,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39947,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39947
Bermondsey Wall East,39951,51.500637,-0.059202,London,The Angel,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39951,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39951
247 Kennington Ln.,39955,51.486721170367,-0.11385440826416,London,The Pilgrim Bar & Kitchen,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39955,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39955
84 Upper Tooting Rd.,39958,51.433784783183,-0.16336215307603,London,The Kings Head,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39958,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39958
3-5 Kew Green,39961,51.483037,-0.286931,London,The Botanist,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39961,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39961
"7 Station Approach, Baker St Station",39962,51.522509540444,-0.15689849853516,London,The Metropolitan Bar (Wetherspoon),Pub,http://tour-pedia.org/api/getPlaceDetails?id=39962,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39962
111 High St.,39970,51.407121419907,-0.027713,London,Ye George Inn,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39970,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39970
41 Chatterton Road,39995,51.392216982362,0.035920143127441,London,The Chatterton Arms,Pub,http://tour-pedia.org/api/getPlaceDetails?id=39995,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=39995
68 Borough Road,40010,51.499338,-0.096843838691711,London,The Ship,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40010,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40010
10A Strathearn Pl.,40029,51.513663754321,-0.17134144581233,London,The Victoria,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40029,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40029
175-177 Fulham Palace Rd.,40033,51.484957404194,-0.21979629993439,London,The Southern Belle,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40033,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40033
213 Strand,40044,51.513293,-0.113296,London,The George,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40044,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40044
30 Turnpike Ln.,40050,51.589884340086,-0.10536453259943,London,The Toll Gate (Wetherspoon),Pub,http://tour-pedia.org/api/getPlaceDetails?id=40050,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40050
31 Nichol Lane,40054,51.407580506481,0.018578521498589,London,Prince Frederick,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40054,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40054
124 Ardleigh Green Rd.,40060,51.584338688102,0.22073861667743,London,Ardleigh & Dragon,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40060,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40060
33 Wimbledon Hill Rd.,40079,51.421891390913,-0.20816087722778,London,The Alexandra,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40079,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40079
Upper Clapton Rd.,40085,51.562120910939,-0.057293585274303,London,The Crooked Billet,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40085,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40085
Wandsworth,40106,51.460864128202,-0.18541974296001,London,The Royal Standard Pub,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40106,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40106
,40119,51.533321574616,-0.29564576339539,London,Fox & Goose,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40119,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40119
17-19 King St.,40125,51.492970389592,-0.22586028119218,London,The Hop Poles,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40125,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40125
,40134,51.470489686308,0.19310733419815,London,The New Corner Pin,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40134,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40134
London Victoria Station (VIC),40136,51.495225039799,-0.14419555664062,London,Wetherspoons,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40136,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40136
Barrowgate Rd,40140,51.489052711092,-0.26992678642273,London,Hole in the Wall,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40140,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40140
Anerley Hill,40163,51.419718665063,-0.078130066394806,London,Grape & Grain,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40163,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40163
,40169,51.490245501121,-0.30983087911349,London,The Globe,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40169,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40169
86 Earl's Court Road,40174,51.4966158,-0.19710493333333,London,The Hansom Cab,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40174,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40174
269-271 Station Rd.,40176,51.58258493923,-0.33233374357224,London,Yates's,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40176,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40176
,40181,51.580554544988,-0.23707837490461,London,The Mids (Midland Hotel),Pub,http://tour-pedia.org/api/getPlaceDetails?id=40181,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40181
Belmont Park,40183,51.460974,0.003326,London,The Dacre Arms,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40183,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40183
38-40 High St.,40223,51.427015871694,-0.33173561096191,London,The Teddington Arms,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40223,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40223
Greenland Dock,40228,51.49500294398,-0.03470778465271,London,Wibbley Wobbley,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40228,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40228
,40280,51.488864421844,-0.479057,London,Five Bells,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40280,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40280
1 Wellington Place,40286,51.509894559137,-0.19227031814295,London,The Champion,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40286,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40286
,40288,51.569141389605,0.011648628051687,London,The Sheepwalk,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40288,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40288
,40313,51.516522,-0.169964,London,The Monkey Puzzle,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40313,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40313
London city airport,40317,51.503632,0.049759,London,Bar ten28,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40317,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40317
Rockingham Road,40328,51.54366143282,-0.48799237460006,London,The Dolphin Pub,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40328,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40328
Agar Grove,40341,51.543323,-0.126059,London,Newmarket Ale House,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40341,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40341
Grove Ln.,40353,51.46793756484,-0.086259841918945,London,George Canning,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40353,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40353
Clapton,40374,51.56768064709,-0.052528381347656,London,Anchor & Hope,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40374,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40374
498 Streatham High Road,40376,51.419356854573,-0.12815201548205,London,Pied Bull,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40376,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40376
Barking road,40377,51.525593,0.029599,London,The castle pub,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40377,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40377
59-61 High St.,40399,51.529084522724,0.022236096843666,London,The Black Lion,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40399,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40399
,40400,51.528761584078,0.022132967819541,London,Victoria tavern,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40400,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40400
24 Craven Terrace,40419,51.512329105056,-0.17833911611125,London,The Mitre,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40419,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40419
99 Buckingham Palace Rd.,40447,51.496110395295,-0.14491592680992,London,Shakespeare Pub,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40447,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40447
176 High St,40479,51.514881384184,-0.47403728299124,London,The George & Dragon,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40479,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40479
282 High Street,40499,51.368284079138,-0.099585056304932,London,Half & Half Lounge Bar,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40499,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40499
Brigstock Rd.,40512,51.398237472248,-0.10111544185364,London,Railway Telegraph,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40512,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40512
Golders green,40514,51.572593,-0.195954,London,The Refectory,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40514,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40514
Whittington Way,40521,51.586179007625,-0.38136720657349,London,Pinner Arms,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40521,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40521
Units 1-2 Suffolk Wharf,40587,51.540997082783,-0.14565467834473,London,The Ice Wharf (Wetherspoon),Pub,http://tour-pedia.org/api/getPlaceDetails?id=40587,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40587
,40588,51.519423,-0.177679,London,Dudley Arms,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40588,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40588
19 Harbor Exchange Square,40614,51.4992262477,-0.016520394330959,London,The Spinnaker,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40614,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40614
,40644,51.428695260323,-0.35198384949105,London,The Roebuck,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40644,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40644
73 St. James Lane,40687,51.588299797228,-0.14120750933493,London,The Famous Royal Oak,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40687,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40687
,40688,51.543476,-0.199924,London,Colin Campbell,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40688,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40688
,40691,51.586202,-0.007967,London,Lord Brooke,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40691,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40691
Kilburn High Rd.,40705,51.536852786468,-0.19213971770332,London,The Old Bell,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40705,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40705
120 Park Rd.,40751,51.582798274667,-0.12767851352692,London,Villiers Terrace,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40751,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40751
,40812,51.352354,0.089892,London,Queen's Head,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40812,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40812
The O2,40824,51.50245174776,0.0046348571777344,London,The Slug and Lettuce,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40824,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40824
Alexandra Palace,40826,51.597978,-0.120319,London,The Phoenix Pub,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40826,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40826
Palace Gates Road,40853,51.598827233783,-0.12248039245605,London,The Park Inn,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40853,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40853
379 Bethnal Green Rd,40876,51.526961239423,-0.060762095946899,London,The Old George,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40876,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40876
3-11 High St,40890,51.373354948927,-0.099849113340159,London,Yates's,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40890,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40890
3 Market Place,40892,51.409355399153,-0.30635118484497,London,The Druid's Head,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40892,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40892
730 Lordship Ln,40901,51.598587316016,-0.1029109954834,London,Monaghan's Tavern,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40901,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40901
345 Petersham Rd.,40902,51.436054,-0.30522473,London,New Inn,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40902,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40902
15 Kew Foot Rd.,40908,51.465733,-0.302037,London,Triple Crown,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40908,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40908
415 Brighton Road,40911,51.349592238302,-0.099978061138924,London,Toby Carvery,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40911,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40911
67 London Rd.,40931,51.448845338607,-0.33010482788086,London,The Cabbage Patch,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40931,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40931
Brunel University,40936,51.533145734516,-0.47370356286363,London,Locos,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40936,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40936
18-20 Park Road,40942,51.580743212761,-0.12455105781555,London,Kiss The Sky,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40942,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40942
68-69 High St,40968,51.402672,-0.255493,London,The Brewery Tap,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40968,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40968
,40972,51.498033697581,-0.025807141273315,London,Tooke Arms,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40972,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40972
6 Warwick Pl.,40980,51.522012208637,-0.18378496170044,London,The Warwick Castle,Pub,http://tour-pedia.org/api/getPlaceDetails?id=40980,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=40980
29 Ordnance Hill,41012,51.535780708535,-0.17144280637603,London,The Ordnance,Pub,http://tour-pedia.org/api/getPlaceDetails?id=41012,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=41012
38 Saint John's Wood Terrace,41014,51.534947624822,-0.16892412384665,London,Star Tavern,Pub,http://tour-pedia.org/api/getPlaceDetails?id=41014,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=41014
55 Shepherds Bush Road,41020,51.500378594729,-0.22191036340766,London,Richmond Arms,Pub,http://tour-pedia.org/api/getPlaceDetails?id=41020,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=41020
,41024,51.438809037209,-0.38393139839172,London,The Airman TW13 5AX,Pub,http://tour-pedia.org/api/getPlaceDetails?id=41024,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=41024
52 Tranquil Vale,41025,51.466642,0.007657,London,O'Neill's,Pub,http://tour-pedia.org/api/getPlaceDetails?id=41025,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=41025
